height,code,sender,type,pool_id,shares,token_1_amount, token_1_denom, token_2_amount, token_2_denom
4708586,0,osmo1dm7xjrlmlzj6cv4gey2dax2jf6hatex8k385xq,Join,601,77316687055122458,5867343,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,1693690,uosmo
4708587,5,osmo19ftlvunpvwdnlrer8w3x2nhxfz6ctz0mfyp8wa,Join,678,2188801089555126006,11372848,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,10053742,uosmo
4708587,0,osmo1emaaaz97acy4z3uawhw2zj0xamdly579sq672f,Join,719,1483922153793570591310,68246406,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,38348742,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858
4708588,0,osmo168urdlhz0u7epctn88c6x4zzt9pevsdyrs0lcc,Join,601,2545341021486299,193158,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,55756,uosmo
4708589,11,osmo17zxanug62hljed9y63fya5jeq7dhj9ynjhaltz,Exit,565,71696313562801172684,928787582087,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,6065823,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2
4708589,0,osmo1ppetwac9lsc20wjn94fvr36kdcuxqkp07nm5x0,Exit,22,26645800653450951370,24933953,ibc/1DCC8A6CB5689018431323953344A9F6CC4D0BFB261E88C9F7777372C10CD076,902352,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2
4708591,0,osmo1eqdj7jsa0ypvxdvwert6s2sf8qqux6vs2hady4,Exit,679,1312495517388287221,4272501376532373555,ibc/0E43EDE2E2A3AFA36D0CD38BDDC0B49FECA64FA426A82E102F304E430ECF46EE,3742366,ibc/8242AD24008032E457D2E12D46588FD39FB54FB29680C6C7663D296B383C37C4
4708593,0,osmo1ppetwac9lsc20wjn94fvr36kdcuxqkp07nm5x0,Exit,497,3832748126972415402,3575608,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,11286019,uosmo
4708595,0,osmo1cv9jnq4qkcq3lk6szj2nxpwq6ew8dusa34r94k,Join,648,1355791041688758316179,4352276592727827700,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,808851,uosmo
4708601,11,osmo17zxanug62hljed9y63fya5jeq7dhj9ynjhaltz,Exit,565,35848156781400586342,464140649325,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,3034570,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2
4708601,0,osmo16vzpwgdfk5m0g4wx6ghfcy62scclwq36laxu45,Join,678,10044303639415904222,52204321,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,46123063,uosmo
4708602,0,osmo10fstplp0jlq8jcx9r7jfuu86xtg7ytjueenmk9,Join,722,17985965980392886219,1925988148180091688,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,3694781,uosmo
4708603,0,osmo1gmsxq4f2wjn80f2ywmz37zejkkru6zwsyjp3hu,Exit,560,90499878987907184922,11591411581,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,92314692,uosmo
4708603,0,osmo1f64d4v28jzeyf8r5n3z6txepgrtfh7uapr73ut,Join,678,70967446688400722,368845,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,325879,uosmo
4708603,0,osmo19v3gfr7y9dvxr2z65wah3fwucp4utf4tnj973m,Join,601,274336058298085,20817,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,6009,uosmo
4708603,0,osmo19xt0hs86cyduh4crdaejvg76rqqe78sk4304j7,Join,712,233437329349914204,6596,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,1760643,uosmo
4708605,0,osmo1jdg2z93syecmshvs5m4zelnkpkwfr63k5n5x73,Join,712,1060785791868192374,29981,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,8000713,uosmo
4708608,0,osmo1gmsxq4f2wjn80f2ywmz37zejkkru6zwsyjp3hu,Exit,562,2067788742873947929134,18080113980,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,116335907,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC
4708610,0,osmo13m050t4v96jldvmmv9t7xjdcyhhernm04qy4hc,Join,602,795044640095578,364394609,ibc/7A08C6F11EF0F59EB841B9F788A87EC9F2361C7D9703157EC13D940DC53031FA,12598,uosmo
4708615,0,osmo108a3mqnnyv86neuh2q4vdlu33ja7fhqu86r566,Join,641,24135918849033542443,14703110,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,391150,uosmo
4708615,0,osmo19v3gfr7y9dvxr2z65wah3fwucp4utf4tnj973m,Join,602,166485917963392,76305860,ibc/7A08C6F11EF0F59EB841B9F788A87EC9F2361C7D9703157EC13D940DC53031FA,2637,uosmo
4708615,0,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,Join,716,41415438563863843,14022297250000014947,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,389730,ibc/AA1C80225BCA7B32ED1FC6ABF8B8E899BEB48ECDB4B417FD69873C6D715F97E7
4708615,0,osmo1xgxx0k47kzp349yw7hd33l35juzct66zg0nmkm,Join,712,44356308236333188,1253,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,334546,uosmo
4708617,0,osmo13m050t4v96jldvmmv9t7xjdcyhhernm04qy4hc,Join,604,9693033085100,2038286,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,57301,uosmo
4708618,0,osmo1sw5ve7yejnyfd8h64peje4v0adj3fdpxafh8l8,Join,722,30235196591620193269,3262435187397167437,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,6164025,uosmo
4708621,0,osmo17g8qhml8a3v3gtesj80e0xae0unj86klm9xpet,Exit,678,8589983404690689280,42494537,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,37497059,uosmo
4708623,5,osmo1dgntjpmzwyrjuk8w45rymyqfrx7rduhrce58l7,Join,678,9386805035715122883,48813590,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,43080322,uosmo
4708623,0,osmo1m64dy922vwl3mevdv908ylnjtep8wgf4pksapa,Join,678,62810913123916260,326658,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,288243,uosmo
4708624,0,osmo1m0zndpgewmsyeht79kcnm7993aa020s7dluj67,Join,1,28227982656519026626,391474,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,3069960,uosmo
4708624,0,osmo19v3gfr7y9dvxr2z65wah3fwucp4utf4tnj973m,Join,604,1075495779992,226158,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,6357,uosmo
4708624,0,osmo1ywpxvuhwyytjuuyn40rnwxlg8qw2cgtmqs7r54,Join,1,73911282721604846886,1025023,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,8038289,uosmo
4708627,0,osmo1e504xggcudmpxrudh5lljgcg23ggct4h5ahl3h,Join,678,955451328117354104,4970867,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,4382978,uosmo
4708628,0,osmo13m050t4v96jldvmmv9t7xjdcyhhernm04qy4hc,Join,619,128024157337831767,2301935,ibc/EA4C0A9F72E2CEDF10D0E7A9A6A22954DB3444910DB5BE980DF59B05A46DAD1C,42405,uosmo
4708629,0,osmo139ry3303ujjwgf49adqa36es0mdpqzlss3n6a3,Join,712,1424098314645530961,40249,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,10741036,uosmo
4708631,0,osmo1r0l2y46802hvlznrnuds9y04t4mak5gfz5sctj,Join,690,15544080764895419133,24600000,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,2105470,uosmo
4708632,0,osmo1e5277fcz9vdrxqyx7tekr4j2yfmh5gvze7r682,Join,722,31154874473220652856,3378391881399111736,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,6320139,uosmo
4708634,0,osmo19v3gfr7y9dvxr2z65wah3fwucp4utf4tnj973m,Join,619,10121993134913564,181997,ibc/EA4C0A9F72E2CEDF10D0E7A9A6A22954DB3444910DB5BE980DF59B05A46DAD1C,3351,uosmo
4708635,0,osmo13m050t4v96jldvmmv9t7xjdcyhhernm04qy4hc,Join,662,103797474635833995,13430664858,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,112267,uosmo
4708636,0,osmo16xjxyaaxjmypzeapxq3grt34djgq08hhsrw9h3,Join,712,431951956814192653,12207,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,3257931,uosmo
4708637,0,osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,Join,712,1159446298737328160,32769,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,8744946,uosmo
4708639,0,osmo1st3sel4cf3sm5l8xejlxy60fyvcz5c5wr96hxz,Join,42,43392727038762723305,599779542,ibc/1DCC8A6CB5689018431323953344A9F6CC4D0BFB261E88C9F7777372C10CD076,169773618,uosmo
4708641,0,osmo1a8gx9m553deeajj8jcdlp37tgwqyy2c0yawv38,Join,601,16254863636229177,1233505,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,356085,uosmo
4708642,0,osmo1kuyzzdgur67cdumdn3tyjavnzy5cqvz2ucgw5z,Join,9,1932318019060726095791,1698462595,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,2636264,uosmo
4708643,0,osmo17g8qhml8a3v3gtesj80e0xae0unj86klm9xpet,Exit,679,3951156140705858640,12862002061273281926,ibc/0E43EDE2E2A3AFA36D0CD38BDDC0B49FECA64FA426A82E102F304E430ECF46EE,11266079,ibc/8242AD24008032E457D2E12D46588FD39FB54FB29680C6C7663D296B383C37C4
4708643,5,osmo14yqr2q5u4sehadtfxx4rh4rjxzfht6ecvmv0s4,Join,722,69414194706725927196,7605098930530742604,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,13937395,uosmo
4708643,5,osmo1dgntjpmzwyrjuk8w45rymyqfrx7rduhrce58l7,Join,678,9377948388423078876,48787745,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,43021884,uosmo
4708646,0,osmo14yqr2q5u4sehadtfxx4rh4rjxzfht6ecvmv0s4,Join,722,68412260142883584434,7440590368151144509,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,13837498,uosmo
4708647,5,osmo1dgntjpmzwyrjuk8w45rymyqfrx7rduhrce58l7,Join,678,9377948388423078876,48790269,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,43019665,uosmo
4708649,5,osmo1a8gx9m553deeajj8jcdlp37tgwqyy2c0yawv38,Join,604,22979811637558,4832752,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,135837,uosmo
4708651,5,osmo1dgntjpmzwyrjuk8w45rymyqfrx7rduhrce58l7,Join,678,9377853363815305538,48795954,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,43013799,uosmo
4708651,0,osmo1j3xmdxwp0kyzkvt5pz6y4rysld686c6ps20lce,Join,690,4533715373909279464,7175000,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,614094,uosmo
4708652,0,osmo1a8gx9m553deeajj8jcdlp37tgwqyy2c0yawv38,Join,604,22976538261932,4832157,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,135814,uosmo
4708653,0,osmo14sl6xrp9f5g547atrvccsrdyffflxxv28x4m7k,Join,1,4233279923095841473,58687,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,460558,uosmo
4708654,0,osmo1qlvnt85wf7t9ee0yrscfr7fc2n64geekqem6f8,Join,704,41407499663208022,324826253988748,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,517080,uosmo
4708656,0,osmo1nc705prrl66jnaszgkufny6py0g5ehlvml8xhz,Join,678,10466048530644472065,54472111,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,47992838,uosmo
4708657,0,osmo1dgntjpmzwyrjuk8w45rymyqfrx7rduhrce58l7,Join,678,9260278029311331254,48196591,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,42463606,uosmo
4708659,0,osmo1vss9v2rq0ggnnyn4ypu3dpu8djuuhveu3djdl9,Join,722,11161819626695115235,1219987020736248644,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,2246470,uosmo
4708661,0,osmo1a8gx9m553deeajj8jcdlp37tgwqyy2c0yawv38,Join,605,1852529261511887974400,10473142498,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,428470,uosmo
4708663,0,osmo1wvffqyahhr33w3rupsr5rj30n9jpulnuaw2qqm,Exit,560,31819647435868446183,4076961704,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,32446327,uosmo
4708663,0,osmo16c5j80zy5aw765qr89smjndj30s6cfcumwaa0a,Join,641,392360423058456581943,239035879,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,6358184,uosmo
4708668,0,osmo1rwh2dz55vc3p62lr4g863rhts78jdaj2drfqyj,Join,629,71095827720807203,6306170176644809772881,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,49511105,uosmo
4708669,0,osmo1a8gx9m553deeajj8jcdlp37tgwqyy2c0yawv38,Join,662,984493063151478241,127385974998,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,1064829,uosmo
4708673,0,osmo1xkuys5ly59qduvjd5dam75mjf83vsmkmw4zwqt,Join,605,208284921924203578681,1177525864,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,48172,uosmo
4708673,0,osmo13m050t4v96jldvmmv9t7xjdcyhhernm04qy4hc,Join,619,878283961649301513,15791923,ibc/EA4C0A9F72E2CEDF10D0E7A9A6A22954DB3444910DB5BE980DF59B05A46DAD1C,290919,uosmo
4708673,0,osmo1faf8txl48hlnt7c866dnlpe90cvvhwue608s4m,Exit,498,28484542027083620522,12196068,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,30092919,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED
4708682,0,osmo1wephwge356k0qwrjqkzrz08efktupnjhdrfegn,Join,621,8965754068421614,55451664,ibc/307E5C96C8F60D1CBEE269A9A86C0834E1DB06F2B3788AE4F716EDB97A48B97D,19234,uosmo
4708685,0,osmo1h5shnh6dnjtalh84cxl04taa2klvkz5fg6fjr7,Join,601,100411387936070,7618,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,2199,uosmo
4708689,0,osmo1h5shnh6dnjtalh84cxl04taa2klvkz5fg6fjr7,Join,604,12831949403,2697,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,75,uosmo
4708691,0,osmo1nhwlxza4vhmwthwmf4ll38na4vd0euaw968n2a,Join,497,784551481835011015,769243,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,2429340,uosmo
4708695,0,osmo15xvalgjv5rs57ghjvyc7tcyadjmsj8j8kyt5h2,Join,669,957232711104627403,962183,ibc/6BDB4C8CCD45033F9604E4B93ED395008A753E01EECD6992E7D1EA23D9D3B788,63408,uosmo
4708702,0,osmo1h5shnh6dnjtalh84cxl04taa2klvkz5fg6fjr7,Join,605,2202673790566568058,12453382,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,509,uosmo
4708704,0,osmo1m0zndpgewmsyeht79kcnm7993aa020s7dluj67,Join,42,2.6134E+17,3612347,ibc/1DCC8A6CB5689018431323953344A9F6CC4D0BFB261E88C9F7777372C10CD076,1021884,uosmo
4708705,0,osmo15xvalgjv5rs57ghjvyc7tcyadjmsj8j8kyt5h2,Join,653,919112781004206495,20071,ibc/C2A2E9CA95DDD4828B75124B5E27B8401C7D8493BC48353D418CBFC04565899B,124650,uosmo
4708706,0,osmo1gvwc7hgz6eswt237kszx6sl808g0eshm49d44r,Join,674,2080519007443944601,6735133223280471601,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,5940215,uosmo
4708714,0,osmo1fpwhmczw349xjlwwmxhwggdnjs949tscflk8xa,Join,678,815600711261591618,4243434,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,3741280,uosmo
4708719,0,osmo1wcj02245uwe3xpn4sj9h5mnavmj0wlmj95qzf4,Join,712,453507335649287775,12818,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,3420034,uosmo
4708719,5,osmo19gqgjg3qwvwa5l5czxfkd5dadxejrdc7dsfn36,Join,722,144810737208230812855,15589116030894876123,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,29595276,uosmo
4708722,0,osmo18uvx9qty0n34z5kmgtjhl87f0njkzf06sz2smk,Join,712,42893792218135908,1211,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,323474,uosmo
4708722,0,osmo1m0zndpgewmsyeht79kcnm7993aa020s7dluj67,Join,557,129714987874325925,10250000,ibc/F3FF7A84A73B62921538642F9797C423D2B4C4ACB3C7FCFFCE7F12AA69909C4B,922320,uosmo
4708722,0,osmo108a3mqnnyv86neuh2q4vdlu33ja7fhqu86r566,Join,604,1903025869336752,400224612,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,11248801,uosmo
4708724,5,osmo19gqgjg3qwvwa5l5czxfkd5dadxejrdc7dsfn36,Join,722,142671262050167124652,15375659803447316603,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,29126129,uosmo
4708725,0,osmo1u6v530yt3a089dkmt3zesytpwe2xne9ch2e4wd,Join,3,6503128250166963388,216842,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,66636,uosmo
4708725,0,osmo12x5cynhwhn0wpuzwww6c05n680uek5yck2uu6y,Join,1,53399634149639305307,740747,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5806084,uosmo
4708727,11,osmo1g5ynr0lv2pvg0y7t7zr6v8w0qm6zhps5x0egjx,Exit,641,8173260910267922469874,4736399163,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,125985964,uosmo
4708730,0,osmo15m25vkvqa63kap50g7j8kjk9h3w3sme8c08lfj,Join,1,3582039636980728439,49688,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,389470,uosmo
4708730,0,osmo1u6v530yt3a089dkmt3zesytpwe2xne9ch2e4wd,Join,3,255755442197841544853,8527992,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,2620722,uosmo
4708731,0,osmo1x6gvw82e27x6jkxmh8jlelmj4gn6mwlpsxmfha,Exit,604,13273006913052642,2655260790,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,74629620,uosmo
4708732,0,osmo1g5ynr0lv2pvg0y7t7zr6v8w0qm6zhps5x0egjx,Exit,641,16346521820535844939747,9472798327,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,251971929,uosmo
4708733,0,osmo108gvrsya3g5pknyz9deqm0xstrf9n4s268m0lk,Join,648,548933529318189786047,1760528564338299082,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,327789,uosmo
4708734,5,osmo19gqgjg3qwvwa5l5czxfkd5dadxejrdc7dsfn36,Join,722,142731071287207638160,15375389870371153202,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,29151168,uosmo
4708735,5,osmo1uwenqayqm823g33nxnzguhtytq8erc48686ulv,Join,690,22643843445804140232,35875017,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,3063778,uosmo
4708736,0,osmo1rerntmwsm7rd52f9panpy38rm0ew5vf8w9w0fw,Exit,561,69521955491822997012,22696664383,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,1165149,uosmo
4708737,0,osmo1makt48wmuq53wpm2jp55u5v6hhcatxk439knjt,Exit,712,3739073256859802659,100537,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,26822279,uosmo
4708737,0,osmo1uwenqayqm823g33nxnzguhtytq8erc48686ulv,Join,690,21996865217502569192,34849998,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,2976240,uosmo
4708740,0,osmo14uyd2na7je3mzrcphgklcvq4e9ha345lhts9re,Join,9,276359464747807878497,242380963,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,377867,uosmo
4708740,0,osmo19gqgjg3qwvwa5l5czxfkd5dadxejrdc7dsfn36,Join,722,133148552431563228105,14353278239606448073,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,27174868,uosmo
4708742,0,osmo13malrrmcn3vcrnqgjc02et0alj072hjjghee5v,Join,712,126763978677729555,3582,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,956169,uosmo
4708743,0,osmo1gqylk9jknp043qd79thldxalz6vhnr4txtn7u4,Exit,690,10631401184939005395,16021745,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,1368279,uosmo
4708743,0,osmo1j7gme9jqtlczwlr3725xwc09s63ksnqlre85r2,Join,704,10636437546762344562,83408585773291963,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,132871980,uosmo
4708746,0,osmo1zg4cwm5j3keugcmprr9j67433kn9m46tp7p7x4,Exit,561,60685432439785970,19806251,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,1016,uosmo
4708746,11,osmo1gqylk9jknp043qd79thldxalz6vhnr4txtn7u4,Exit,585,5704965948906520091,15873468,ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,2310941,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2
4708751,0,osmo18uvx9qty0n34z5kmgtjhl87f0njkzf06sz2smk,Join,712,1530455251885546949,43243,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,11546500,uosmo
4708753,0,osmo1l8tugg79yzphl73yf04ykt0mjcj5agpexkw042,Join,3,26437549754219618739,881490,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,270919,uosmo
4708755,0,osmo1sc04vlj6lv5ktrmks4advxzaedg7a3rv8jguf2,Join,722,1942524241803971999,210259238629894669,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,394815,uosmo
4708755,0,osmo1c7e62c5kf2ytwsgh40x89gruyvxlm4npjzjwrk,Join,712,532101989721721630,15034,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,4014430,uosmo
4708756,0,osmo1dw6m6txg97twtcyw45x2nutczdtpaqg3ge334z,Exit,1,161227212397866948238,2127463,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,16674504,uosmo
4708757,0,osmo18g7ed9lm8qpvtrhuuvgg7slq2jme6eqsk7qwd4,Join,712,2460869489341323629,69531,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,18566169,uosmo
4708758,11,osmo1gqylk9jknp043qd79thldxalz6vhnr4txtn7u4,Exit,585,5704965948906520091,15873468,ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,2310941,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2
4708762,0,osmo1dw6m6txg97twtcyw45x2nutczdtpaqg3ge334z,Exit,481,11024293892964709,1994984,ibc/5973C068568365FFF40DEDCF1A1CB7582B6116B731CD31A12231AE25E20B871F,1785069,uosmo
4708762,0,osmo1v5xjz279t4244lk9rpaupnxl7v7rnsp949c56p,Join,619,56576013614642458,1017259,ibc/EA4C0A9F72E2CEDF10D0E7A9A6A22954DB3444910DB5BE980DF59B05A46DAD1C,18739,uosmo
4708762,0,osmo1gqylk9jknp043qd79thldxalz6vhnr4txtn7u4,Exit,585,5704965948906520091,15873468,ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,2310941,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2
4708764,0,osmo13gd97ke6erejqk2p050xkpc63jhtujrevjue5p,Join,701,322877450379147808,51643897,ibc/67C89B8B0A70C08F093C909A4DD996DD10E0494C87E28FD9A551697BF173D4CA,2956,uosmo
4708765,0,osmo1l8tugg79yzphl73yf04ykt0mjcj5agpexkw042,Join,604,1128912929375754,237423300,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,6672918,uosmo
